採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
東港溪流域,東港溪,屏東縣,興社大橋,乙,2017/4/8 下午 02:00:00,1208,7.0,31.0,29.2,7.6,687,--,3.0,38.9,9.7,48.0,58.7,270000,7.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,興社大橋,乙,2017/3/9 下午 01:30:00,1208,7.0,27.5,25.9,7.7,669,--,3.3,40.6,8.3,29.7,55.4,87000,5.97,--,0.805,5.39,0.78,0.153,<0.001,<0.003,<0.002,0.0037,<0.0003,0.007,0.039,0.416,<0.001,<0.001,--,--,--,--
東港溪流域,東港溪,屏東縣,興社大橋,乙,2017/2/10 下午 02:00:00,1208,6.3,19.4,22.0,7.6,692,--,4.0,45.6,7.1,33.0,33.6,160000,5.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,興社大橋,乙,2017/1/4 下午 02:40:00,1208,6.3,25.8,25.6,7.5,598,--,4.2,51.0,9.1,34.6,49.0,120000,4.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/12/7 上午 11:35:00,1209,4.5,28.3,25.4,7.5,603,--,2.5,30.6,3.0,14.5,13.1,33000,5.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/11/3 下午 12:10:00,1209,5.0,32.6,27.9,7.7,586,--,3.3,42.1,3.1,14.6,17.2,28000,3.92,--,0.678,--,1.52,--,<0.001,<0.003,<0.002,0.0027,<0.0003,0.005,0.020,0.293,<0.001,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/10/6 下午 12:45:00,1209,4.8,34.2,30.6,7.6,610,--,5.3,70.5,4.5,19.4,28.9,210000,4.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/9/1 上午 11:30:00,1209,4.5,26.5,26.9,7.4,506,--,3.1,38.6,4.6,16.9,33.3,250000,2.95,--,0.289,--,2.10,--,<0.001,<0.003,<0.002,0.0028,<0.0003,0.010,0.027,0.224,<0.001,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/8/9 下午 02:05:00,1209,3.8,32.7,28.9,7.6,474,--,4.6,60.7,3.2,12.2,24.8,210000,2.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/7/4 下午 04:00:00,1209,5.5,28.6,30.1,7.7,533,--,4.7,61.9,3.7,17.1,56.7,45000,3.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/6/3 下午 01:42:00,1209,8.3,30.1,28.2,7.4,317,--,1.4,17.7,4.1,31.9,109,280000,3.35,--,0.404,--,0.89,--,<0.001,<0.003,<0.002,0.0053,<0.0003,0.012,0.069,0.319,<0.001,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/5/8 上午 11:30:00,1209,5.0,32.7,32.3,7.7,729,--,4.6,62.6,7.0,31.8,15.7,270000,6.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/4/8 下午 02:40:00,1209,5.8,30.5,28.9,7.6,922,--,2.4,30.8,11.5,38.1,18.6,560000,8.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/3/9 下午 02:20:00,1209,5.8,27.5,25.0,7.6,706,--,2.7,32.8,6.4,25.3,13.2,210000,6.73,--,1.15,6.29,0.50,0.050,<0.001,<0.003,<0.002,0.0034,<0.0003,0.006,0.018,0.396,<0.001,<0.001,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/2/10 下午 02:40:00,1209,5.8,19.6,20.8,7.6,806,--,2.0,22.2,8.8,29.1,14.9,290000,7.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,港西抽水站,乙,2017/1/4 下午 03:50:00,1209,5.8,26.4,25.1,7.7,647,--,4.0,47.9,5.0,16.1,14.2,54000,5.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/12/7 下午 01:30:00,1210,4.5,29.1,26.0,7.5,12100,--,2.4,30.7,2.1,10.8,11.6,31000,4.38,3910,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/11/3 下午 01:15:00,1210,4.5,33.4,28.6,7.6,25900,--,2.7,41.4,3.3,11.0,28.6,36000,2.70,7740,0.191,--,0.85,--,<0.001,<0.003,<0.002,0.0026,<0.0003,0.008,0.023,0.233,<0.001,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/10/6 下午 01:40:00,1210,3.5,34.3,31.1,7.8,27300,--,2.7,43.1,2.1,11.0,10.5,36000,2.49,8250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/9/1 下午 12:30:00,1210,4.0,26.8,27.4,7.6,6650,--,3.1,40.0,3.2,13.6,13.6,260000,3.00,2000,0.486,--,2.04,--,<0.001,<0.003,<0.002,0.0031,<0.0003,0.006,0.019,0.183,<0.001,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/8/9 下午 03:08:00,1210,3.3,33.4,29.6,7.5,12700,--,5.7,73.3,2.1,10.5,28.6,38000,1.66,4260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/7/4 上午 11:35:00,1210,5.8,34.0,31.4,7.6,18100,--,2.7,39.5,2.1,14.5,165,6200,2.97,6200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/6/3 上午 09:18:00,1210,5.5,30.2,28.5,7.5,7980,--,1.7,22.8,2.6,15.9,19.0,43000,4.03,2390,0.662,--,0.59,--,<0.001,<0.003,<0.002,0.0036,<0.0003,0.004,0.030,0.255,<0.001,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/5/8 下午 01:00:00,1210,5.8,33.6,30.9,7.8,19600,--,4.0,59.7,5.7,21.0,13.2,24000,4.31,7500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/4/8 上午 11:15:00,1210,5.0,29.8,27.3,7.7,29600,--,2.5,37.1,4.7,17.6,15.4,46000,3.78,10200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/3/9 上午 10:02:00,1210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/2/10 上午 11:00:00,1210,4.5,18.9,22.5,7.8,29600,--,3.6,50.3,2.2,13.8,17.1,60000,3.85,12000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
東港溪流域,東港溪,屏東縣,東港大橋,丙,2017/1/4 下午 04:40:00,1210,4.5,25.4,25.0,7.7,24700,--,3.2,43.5,2.9,13.6,11.6,37000,3.24,8500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/12/1 下午 03:00:00,1333,4.5,26.8,27.1,7.7,707,--,3.5,45.5,2.9,14.4,18.1,200000,3.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/11/1 下午 03:12:00,1333,4.0,33.4,29.0,7.9,700,--,4.3,56.5,4.0,13.7,14.3,400000,2.56,--,0.293,--,1.51,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.007,0.017,0.123,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/10/2 下午 03:10:00,1333,5.0,33.5,35.1,7.6,747,--,3.7,53.9,3.8,14.0,14.5,52000,3.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/9/1 下午 03:00:00,1333,4.8,26.4,28.2,7.7,567,--,4.6,59.2,3.7,18.2,32.5,370000,3.41,--,0.202,--,0.79,--,<0.001,<0.003,<0.002,0.0024,<0.0003,0.004,0.032,0.156,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/8/21 下午 03:10:00,1333,6.3,33.0,31.9,7.6,830,--,3.4,46.0,8.8,24.9,23.6,370000,8.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/7/4 下午 04:30:00,1333,8.0,26.7,30.0,7.8,638,--,1.4,18.4,9.7,42.1,57.1,900000,6.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/6/8 下午 03:06:00,1333,6.3,29.8,34.3,8.0,783,--,5.0,71.3,9.8,31.1,58.6,320000,7.50,--,1.12,--,0.17,--,<0.001,<0.003,<0.002,0.0044,<0.0003,0.007,0.021,0.195,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/5/9 下午 02:50:00,1333,4.5,36.0,35.4,8.0,765,--,8.8,127.3,7.8,27.7,14.9,75000,7.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/4/7 下午 02:50:00,1333,7.3,29.3,29.4,7.9,1600,--,3.6,46.8,33.7,97.4,49.3,2500000,24.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/3/2 下午 03:10:00,1333,5.5,28.3,29.2,7.9,736,--,5.3,69.6,8.8,23.8,22.7,190000,5.85,--,0.962,5.07,1.73,0.115,<0.001,<0.003,<0.002,0.0031,<0.0003,0.003,0.015,0.127,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/2/8 下午 02:50:00,1333,5.5,26.0,27.8,7.8,794,--,4.8,61.8,8.5,24.6,24.9,290000,5.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,昌農橋,乙,2017/1/3 下午 02:50:00,1333,4.3,29.2,27.8,7.8,739,--,6.1,77.0,4.8,16.2,13.7,70000,4.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/12/1 下午 03:25:00,1334,6.3,27.3,25.4,7.6,627,--,4.3,52.3,8.3,32.6,34.8,340000,5.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/11/1 下午 03:45:00,1334,6.3,31.2,27.4,7.4,610,--,3.5,44.7,6.2,22.7,26.1,860000,4.45,--,0.860,--,1.38,--,<0.001,<0.003,<0.002,0.0012,<0.0003,0.005,0.018,0.080,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/10/2 上午 11:45:00,1334,6.3,35.4,29.3,7.6,606,--,3.8,49.4,5.6,24.9,21.3,230000,4.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/9/1 上午 11:40:00,1334,8.0,24.5,26.6,7.6,587,--,3.6,45.0,12.4,39.0,105,1000000,5.73,--,0.567,--,1.57,--,<0.001,<0.003,<0.002,0.0018,<0.0003,0.009,0.054,0.134,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/8/21 下午 12:35:00,1334,6.3,33.0,28.5,7.6,609,--,4.5,58.5,6.0,21.4,34.0,130000,4.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/7/4 下午 06:00:00,1334,8.0,25.4,28.1,7.5,450,--,3.9,50.6,14.1,57.2,176,820000,4.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/6/8 下午 12:40:00,1334,7.0,33.7,30.3,7.6,655,--,3.3,44.1,12.6,35.2,55.2,280000,8.84,--,2.54,--,0.49,--,<0.001,0.004,<0.002,0.0022,<0.0003,0.012,0.044,0.146,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/5/9 下午 12:20:00,1334,5.8,33.6,28.8,7.6,668,--,3.0,38.2,10.1,34.4,19.6,220000,6.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/4/7 下午 03:28:00,1334,8.0,32.6,26.8,7.6,662,--,3.0,37.7,16.2,61.1,53.6,320000,8.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/3/2 下午 02:30:00,1334,7.0,28.9,25.9,7.6,673,--,3.6,44.9,9.8,37.3,52.6,310000,6.43,--,0.418,4.33,1.48,0.173,<0.001,<0.003,<0.002,0.0026,<0.0003,0.015,0.050,0.152,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/2/8 下午 03:13:00,1334,6.3,25.5,25.3,7.7,622,--,3.6,44.6,9.5,27.2,31.6,220000,4.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2017/1/3 下午 01:00:00,1334,6.3,27.2,25.3,7.7,622,--,4.4,53.3,6.6,22.4,26.6,79000,3.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/12/1 上午 11:30:00,1512,2.3,29.0,24.4,8.2,471,--,8.9,107.4,1.2,9.4,52.1,200000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/11/1 上午 11:20:00,1512,3.3,31.5,25.2,8.2,450,--,8.9,108.2,<1.0,4.6,138,35000,0.10,--,0.100,--,0.40,--,<0.001,0.005,<0.002,0.0026,<0.0003,0.004,0.015,0.124,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/10/2 上午 11:30:00,1512,2.3,33.6,30.9,8.1,444,--,8.0,108.8,<1.0,6.1,85.9,32000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/9/1 上午 11:45:00,1512,3.3,26.0,24.8,8.1,380,--,8.0,98.2,1.1,11.4,638,290000,0.13,--,0.163,--,0.75,--,<0.001,0.015,<0.002,0.0023,<0.0003,0.011,0.061,0.461,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/8/21 上午 11:30:00,1512,3.3,32.2,27.9,8.1,423,--,7.4,95.8,<1.0,9.3,395,39000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/7/4 上午 11:30:00,1512,3.3,33.4,29.1,8.1,408,--,7.6,98.5,<1.0,34.5,1750,36000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/6/8 上午 11:42:00,1512,3.3,35.0,31.3,8.1,498,--,7.2,98.8,<1.0,22.5,1050,25000,0.21,--,0.093,--,0.56,--,<0.001,0.024,<0.002,0.0077,<0.0003,0.014,0.068,0.691,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/5/9 上午 11:50:00,1512,2.3,35.1,28.9,8.1,469,--,7.9,102.2,<1.0,4.6,96.3,21000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/4/7 上午 11:20:00,1512,1.5,29.6,24.6,8.2,489,--,8.5,103.0,1.1,4.0,34.3,9400,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/3/2 上午 11:20:00,1512,1.0,26.2,23.8,8.4,509,--,8.8,104.0,<1.0,7.3,13.0,19000,0.18,--,0.128,1.53,0.56,0.068,<0.001,<0.003,<0.002,0.0012,<0.0003,<0.001,0.010,0.048,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/2/8 上午 11:20:00,1512,1.0,27.7,22.6,8.3,485,--,10.3,118.6,2.2,7.3,17.5,68000,0.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2017/1/3 上午 11:30:00,1512,1.0,28.4,22.3,8.0,525,--,9.2,105.9,<1.0,<4.0,19.4,30000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/12/1 下午 01:10:00,1336,2.3,29.4,25.4,8.0,519,--,7.8,96.3,1.6,12.7,65.9,65000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/11/1 下午 01:10:00,1336,3.3,33.0,26.7,7.9,496,--,8.5,105.5,2.0,5.7,135,26000,0.10,--,0.092,--,0.45,--,<0.001,0.004,<0.002,0.0028,<0.0003,0.002,0.020,0.139,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/10/2 下午 01:10:00,1336,2.3,34.8,32.3,7.8,501,--,7.1,97.6,<1.0,4.6,53.3,21000,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/9/1 下午 01:15:00,1336,3.3,29.0,25.9,7.8,401,--,7.3,90.7,1.5,10.1,564,250000,0.14,--,0.146,--,0.65,--,<0.001,0.014,<0.002,0.0021,<0.0003,0.011,0.066,0.412,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/8/21 下午 01:10:00,1336,3.3,31.8,28.3,7.8,461,--,7.0,91.5,<1.0,10.1,344,22000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/7/4 下午 01:30:00,1336,3.3,28.9,29.1,8.0,439,--,7.1,92.6,<1.0,33.3,1420,44000,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/6/8 下午 01:20:00,1336,3.8,37.8,33.4,7.8,601,--,5.9,83.3,1.4,38.6,884,68000,0.35,--,0.115,--,0.69,--,<0.001,0.029,<0.002,0.0117,<0.0003,0.024,0.095,1.09,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/5/9 下午 01:10:00,1336,3.3,35.3,30.5,7.7,492,--,7.0,93.5,1.2,--,649,95000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/4/7 下午 01:30:00,1336,3.3,35.1,26.3,7.9,532,--,7.4,92.2,1.5,10.2,150,41000,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/3/2 下午 01:10:00,1336,1.0,29.6,25.5,7.9,564,--,8.8,108.0,1.5,6.8,15.6,20000,0.29,--,0.163,1.95,0.65,0.087,<0.001,<0.003,<0.002,0.0022,<0.0003,<0.001,0.019,0.137,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/2/8 下午 12:00:00,1336,1.0,28.7,23.2,7.8,550,--,8.5,98.9,2.0,6.6,16.9,18000,0.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2017/1/3 下午 01:10:00,1336,1.0,28.4,24.3,7.8,570,--,8.6,102.4,1.2,4.5,16.8,10000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/12/1 上午 09:50:00,1511,1.0,26.9,22.8,8.4,446,--,8.6,99.6,<1.0,4.1,2.6,17000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/11/1 上午 09:50:00,1511,1.0,28.6,22.5,8.4,468,--,9.0,106.0,<1.0,<4.0,1.9,120,<0.01,--,0.035,--,0.15,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,<0.002,0.011,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/10/2 上午 09:50:00,1511,1.5,32.0,26.9,8.3,413,--,8.3,104.8,<1.0,<4.0,49.1,1000,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/9/1 上午 09:55:00,1511,1.5,26.0,23.7,8.3,392,--,8.3,102.2,<1.0,<4.0,35.7,3000,<0.01,--,1.06,--,0.22,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,0.042,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/8/21 上午 09:50:00,1511,2.3,31.2,26.4,8.1,389,--,7.9,101.8,<1.0,<4.0,63.5,1300,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/7/4 上午 09:50:00,1511,3.3,30.6,25.2,8.4,374,--,8.6,104.8,<1.0,10.4,448,1400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/6/8 上午 09:55:00,1511,3.3,29.8,25.1,8.3,349,--,8.8,109.2,<1.0,144,6330,2000,0.05,--,0.120,--,0.47,--,<0.001,0.050,<0.002,0.0249,<0.0003,0.047,0.188,3.18,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/5/9 上午 09:55:00,1511,1.0,34.5,25.8,8.2,441,--,8.1,102.0,<1.0,<4.0,5.6,120,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/4/7 上午 09:54:00,1511,1.0,28.1,22.5,8.5,460,--,8.6,102.4,<1.0,<4.0,2.0,130,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/3/2 上午 09:50:00,1511,1.0,25.4,20.6,8.4,596,--,8.8,98.2,<1.0,<4.0,<1.0,130,<0.01,--,0.005,1.05,0.02,<0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,<0.002,0.008,<0.001,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/2/8 上午 09:50:00,1511,1.0,22.3,20.5,8.5,449,--,9.2,102.7,<1.0,<4.0,5.1,160,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2017/1/3 上午 09:50:00,1511,1.0,24.6,20.8,8.4,446,--,8.9,99.4,<1.0,<4.0,1.7,100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/12/1 上午 11:40:00,1338,1.0,28.1,24.9,8.3,485,--,8.3,100.9,<1.0,<4.0,12.6,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/11/1 上午 11:47:00,1338,3.3,31.8,24.6,8.3,447,--,8.9,107.8,<1.0,7.2,405,450,<0.01,--,0.190,--,0.08,--,<0.001,0.010,<0.002,0.0041,<0.0003,0.006,0.036,0.373,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/10/2 上午 11:50:00,1338,1.0,33.3,30.5,8.1,466,--,7.4,99.4,<1.0,<4.0,12.9,55,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/9/1 上午 11:50:00,1338,3.3,24.3,24.5,8.2,431,--,8.4,101.2,<1.0,4.2,1230,450,0.02,--,0.144,--,0.14,--,<0.001,0.012,<0.002,0.0013,<0.0003,0.008,0.053,0.499,<0.001,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/8/21 上午 11:50:00,1338,3.3,29.6,26.7,8.2,466,--,7.8,97.5,2.1,17.8,494,250,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/7/4 下午 12:10:00,1338,3.3,34.9,29.6,8.1,474,--,7.6,99.0,<1.0,17.3,978,400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2017/6/8 上午 11:30:00,1338,3.3,33.1,27.3,8.2,383,--,6.9,88.3,<1.0,27.4,3230,450,0.03,--,0.089,--,0.28,--,<0.001,0.052,<0.002,0.0120,<0.0003,0.038,0.153,2.00,<0.001,--,--,--,--,--
