採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/8/6 上午 08:30:00,1147,3.8,30.5,28.5,7.88,467,--,7.2,93.8,3.8,16.3,288,48000,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/7/10 上午 09:10:00,1147,2.0,28.2,28.7,7.96,503,--,7.3,96.0,1.9,9.6,33.0,45000,0.81,--,0.205,--,0.36,--,<0.001,<0.003,<0.002,0.0019,<0.0003,0.001,0.008,0.090,<0.001,0.005,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/6/21 上午 09:02:00,1147,3.3,29.1,27.9,8.02,470,--,7.1,90.8,1.2,4.8,146,170000,0.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/5/7 下午 12:00:00,1147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/4/3 上午 09:00:00,1147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/3/1 上午 10:30:00,1147,2.8,22.0,24.6,7.80,682,--,8.6,104.0,4.0,10.5,12.5,23000,1.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/2/8 上午 09:30:00,1147,5.0,17.3,17.6,7.74,579,--,8.9,93.0,19.2,37.2,38.0,51000,1.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/1/5 上午 10:40:00,1147,2.0,21.0,21.0,8.04,560,--,9.3,105.4,3.0,9.0,30.0,52000,0.52,--,0.127,2.16,1.81,0.074,<0.001,0.004,<0.002,0.0019,<0.0003,0.004,0.020,0.122,<0.001,--,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/12/5 上午 09:00:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/11/6 上午 09:00:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/10/4 上午 08:50:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/9/3 上午 11:20:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/8/6 上午 07:50:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/7/10 上午 08:20:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/6/21 上午 08:20:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/5/7 上午 11:20:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/4/3 上午 08:20:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/3/1 上午 09:40:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/2/8 上午 08:26:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2018/1/5 上午 09:48:00,1361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2018/3/1 上午 09:10:00,1146,5.0,19.0,21.9,8.12,1970,--,5.0,57.8,11.5,50.2,12.0,8200000,6.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2018/2/8 上午 08:00:00,1146,3.5,17.2,16.1,8.08,1020,--,7.9,81.0,11.4,39.5,14.0,220000,2.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2018/1/5 上午 09:30:00,1146,4.0,19.6,19.5,8.22,616,--,8.7,95.4,7.4,23.1,25.5,29000,2.62,--,0.318,6.39,0.36,0.042,<0.001,0.006,<0.002,0.0015,<0.0003,0.005,0.023,0.120,<0.001,--,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/12/5 上午 10:30:00,1148,4.8,29.3,26.7,7.75,1160,--,5.8,72.8,3.1,18.4,842,34000,0.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/11/6 上午 10:20:00,1148,2.3,27.9,27.4,7.88,983,--,7.0,88.4,1.9,8.4,94.0,50000,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/10/4 上午 10:20:00,1148,3.3,27.5,26.0,7.90,666,--,7.3,90.3,2.8,7.4,508,110000,0.34,--,0.290,--,1.36,--,<0.001,0.003,<0.002,0.0044,<0.0003,0.003,0.014,0.088,<0.001,0.020,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/9/3 下午 01:40:00,1148,3.8,34.7,32.6,7.53,628,--,6.7,93.6,4.4,20.2,169,190000,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/8/6 上午 09:20:00,1148,5.0,32.0,29.0,7.93,557,--,6.5,85.7,5.3,23.4,372,38000,0.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/7/10 上午 10:00:00,1148,4.8,29.9,29.4,7.82,794,--,6.4,85.0,3.7,18.2,45.2,100000,3.10,--,0.396,--,1.03,--,<0.001,0.003,<0.002,0.0031,<0.0003,0.002,0.013,0.071,<0.001,0.007,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/6/21 下午 12:50:00,1148,4.8,29.0,29.6,7.72,752,--,6.4,84.0,3.8,17.3,153,300000,0.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/5/7 下午 01:30:00,1148,4.5,30.6,32.3,7.90,1260,--,6.8,93.4,1.7,7.9,119,26000,2.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/4/3 上午 09:50:00,1148,5.0,28.8,26.8,8.32,1380,--,7.8,96.9,4.9,15.9,80.6,27000,3.74,--,0.334,--,1.58,--,<0.001,0.005,<0.002,0.0031,<0.0003,0.010,0.071,0.365,<0.001,0.028,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/3/1 下午 12:00:00,1148,5.0,25.0,26.8,7.90,1130,--,7.8,97.4,4.8,23.2,82.0,80000,4.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/2/8 上午 11:10:00,1148,4.0,17.2,16.6,7.90,773,--,8.4,86.6,4.4,20.1,60.7,220000,2.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,榮橋,丁,2018/1/5 下午 12:10:00,1148,3.3,21.8,21.7,7.92,799,--,7.8,89.2,3.7,15.0,30.1,49000,2.51,--,0.363,4.08,1.98,0.157,<0.001,0.003,<0.002,0.0037,<0.0003,0.006,0.023,0.176,<0.001,--,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/12/5 上午 11:40:00,1149,6.3,29.4,26.8,7.77,1160,--,5.5,68.5,5.8,17.9,112,76000,1.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/11/6 上午 11:20:00,1149,7.3,28.1,27.3,7.83,787,--,5.2,65.8,7.0,14.1,277,270000,4.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/10/4 下午 02:20:00,1149,5.0,26.9,27.2,7.87,718,--,6.2,78.0,2.8,9.4,546,300000,1.35,--,0.885,--,2.40,--,<0.001,0.004,<0.002,0.0056,<0.0003,0.004,0.017,0.091,<0.001,0.023,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/9/3 下午 02:40:00,1149,6.3,34.6,32.0,7.70,636,--,6.2,86.0,5.6,23.2,119,93000,1.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/8/6 下午 01:00:00,1149,5.0,33.5,31.3,7.82,548,--,5.6,76.4,3.0,25.9,581,110000,1.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/7/10 上午 11:00:00,1149,6.3,30.7,31.3,7.80,735,--,4.9,66.4,6.3,23.2,92.2,77000,4.20,--,1.08,--,0.38,--,<0.001,<0.003,<0.002,0.0064,<0.0003,0.002,0.012,0.092,<0.001,0.010,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/6/21 下午 01:50:00,1149,6.3,27.8,27.9,7.67,470,--,5.7,73.4,11.6,35.4,692,250000,1.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/5/7 下午 03:10:00,1149,7.0,31.4,31.8,7.88,1170,--,4.5,62.0,8.0,32.5,55.3,32000,7.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/4/3 上午 10:50:00,1149,8.0,29.9,28.6,7.87,1200,--,4.4,56.3,15.7,34.6,78.8,340000,6.29,--,1.07,--,0.34,--,<0.001,0.005,<0.002,0.0081,<0.0003,0.003,0.031,0.443,<0.001,0.026,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/3/1 下午 01:20:00,1149,8.3,26.0,27.5,7.78,1080,--,5.0,64.0,17.1,68.1,130,490000,7.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/2/8 下午 12:10:00,1149,6.8,16.2,16.1,7.82,791,--,7.7,77.7,8.2,37.2,256,1500000,3.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,土庫大橋,丁,2018/1/5 下午 01:20:00,1149,6.3,22.9,21.7,7.77,798,--,6.1,69.6,9.0,28.1,260,300000,2.54,--,0.320,5.33,1.29,0.273,<0.001,0.015,<0.002,0.0057,<0.0003,0.009,0.063,0.562,<0.001,--,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/12/5 下午 02:00:00,1150,4.5,30.8,25.8,7.81,839,--,4.6,57.0,3.1,11.4,66.2,6000,1.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/11/6 下午 02:10:00,1150,5.8,28.8,28.6,7.82,715,--,3.9,50.6,3.0,7.6,120,680,1.95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/10/4 下午 04:30:00,1150,4.5,27.1,25.0,7.94,727,--,6.4,77.5,4.9,22.5,78.6,37000,1.75,--,0.664,--,1.50,--,<0.001,<0.003,<0.002,0.0076,<0.0003,<0.001,0.003,0.018,<0.001,0.010,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/9/3 下午 04:20:00,1150,3.8,34.3,30.9,7.68,647,--,5.1,69.4,4.8,21.7,38.5,6700,1.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/8/6 下午 02:50:00,1150,5.5,32.0,31.3,7.77,439,--,5.1,69.8,4.9,21.4,353,60000,1.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/7/10 下午 03:00:00,1150,4.0,28.7,30.9,7.84,649,--,4.7,63.2,1.6,8.1,60.5,5800,1.37,--,0.532,--,0.45,--,<0.001,0.003,<0.002,0.0137,<0.0003,0.003,0.014,0.379,<0.001,0.011,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/6/21 下午 03:30:00,1150,7.0,27.0,28.2,7.52,362,--,4.1,52.6,8.5,27.9,280,240000,1.40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/5/7 下午 05:06:00,1150,5.5,31.0,30.8,7.86,1150,--,6.2,83.4,12.8,35.1,42.7,12000,5.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/4/3 下午 01:40:00,1150,5.8,31.4,27.7,8.00,1200,--,6.6,84.0,8.8,31.6,76.0,35000,4.02,--,0.506,--,1.36,--,<0.001,0.003,<0.002,0.0140,<0.0003,0.006,0.028,0.736,<0.001,0.022,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/3/1 下午 02:20:00,1150,7.0,30.1,26.8,7.82,1110,--,2.9,35.8,6.7,30.7,64.3,30000,3.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/2/8 下午 01:10:00,1150,5.5,17.0,15.1,7.80,890,--,6.1,61.2,10.9,21.6,37.0,2000000,5.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,觀光大橋(取代北港大橋),丙,2018/1/5 下午 02:30:00,1150,7.0,24.5,21.4,7.80,863,--,4.4,49.2,7.1,18.0,53.0,7900,6.36,--,0.972,4.87,1.56,0.383,<0.001,0.006,<0.002,0.0096,<0.0003,0.006,0.019,0.432,<0.001,--,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/12/5 下午 03:00:00,1152,2.8,29.2,25.8,7.86,18600,--,6.9,90.3,1.8,8.3,28.9,2200,1.66,5900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/11/6 下午 03:30:00,1152,2.8,27.9,26.2,8.04,16600,--,8.3,108.0,3.0,7.3,42.2,3300,1.88,5400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/10/4 下午 12:00:00,1152,4.0,28.4,26.4,8.05,10400,--,6.9,88.2,4.4,12.4,54.0,1500,1.22,3530,0.410,--,1.02,--,<0.001,<0.003,<0.002,0.0080,<0.0003,<0.001,0.008,0.006,<0.001,<0.005,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/9/3 上午 09:40:00,1152,3.8,28.2,30.2,7.60,3150,--,4.9,66.0,4.6,15.7,46.8,1600,1.69,1040,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/8/6 上午 11:10:00,1152,4.8,33.0,31.9,7.78,4000,--,3.4,48.0,1.4,7.3,71.3,25000,2.38,1330,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/7/10 下午 01:50:00,1152,4.0,31.7,31.9,7.70,7920,--,4.4,62.2,<1.0,4.5,71.8,2100,0.80,2480,0.459,--,0.54,--,<0.001,<0.003,<0.002,0.0084,<0.0003,<0.001,0.003,0.071,<0.001,<0.005,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/6/21 上午 10:50:00,1152,7.0,27.9,27.7,7.52,394,--,2.9,36.2,12.7,27.6,275,34000,1.04,45.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/5/7 上午 09:20:00,1152,3.3,26.3,29.3,7.74,34000,--,4.7,69.0,1.5,7.6,21.2,170,1.29,11500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/4/3 上午 06:00:00,1152,3.8,25.3,24.8,7.76,31500,--,4.6,61.6,3.2,13.6,35.0,610,2.86,9780,0.443,--,0.20,--,<0.001,<0.003,<0.002,0.0086,<0.0003,<0.001,0.004,0.157,<0.001,<0.005,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/3/1 下午 03:45:00,1152,3.8,30.5,22.8,7.86,30900,--,6.1,78.4,4.8,12.4,34.8,1700,2.83,10100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/2/8 上午 10:30:00,1152,5.0,16.2,13.7,8.00,13300,--,8.4,84.4,6.2,23.6,46.4,--,3.30,3790,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,雲嘉大橋,丙,2018/1/5 上午 06:30:00,1152,6.5,18.8,19.9,7.82,17000,--,6.2,71.6,4.0,9.3,119,1400,3.46,8490,0.492,3.01,1.65,0.167,<0.001,0.003,<0.002,0.0074,<0.0003,0.004,0.018,0.137,<0.001,--,<0.001,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/12/4 下午 03:10:00,1683,5.5,30.9,26.9,7.72,6040,--,4.7,59.6,8.2,32.6,21.2,24000,3.96,2200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/11/2 下午 12:20:00,1683,4.8,27.3,23.5,7.76,7180,--,4.5,54.6,11.0,30.5,64.4,52000,0.33,2120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/10/4 下午 12:55:00,1683,6.8,27.8,29.9,7.82,4170,--,7.7,102.1,13.1,56.7,275,280000,3.46,1350,0.258,--,0.87,--,<0.001,0.004,<0.002,0.0058,<0.0003,0.008,0.036,0.197,<0.001,0.005,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/9/3 上午 10:25:00,1683,8.3,30.1,30.4,7.56,4890,--,0.0,0.1,34.3,57.6,30.0,1100000,24.6,1660,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/8/2 上午 08:00:00,1683,8.0,28.2,29.4,7.62,7470,--,1.0,12.8,10.2,34.9,54.0,250000,7.11,2450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/7/10 下午 02:40:00,1683,7.3,29.3,31.3,7.85,2020,--,4.8,65.1,11.5,27.3,114,390000,6.51,400,0.296,--,0.37,--,<0.001,<0.003,<0.002,0.0056,<0.0003,<0.001,0.008,0.051,<0.001,0.005,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/6/6 上午 10:00:00,1683,6.5,29.3,33.0,7.80,15200,--,5.6,78.2,17.0,28.1,43.7,390000,11.9,4810,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/5/3 上午 07:00:00,1683,9.0,28.5,29.0,7.71,16400,--,1.3,18.4,16.7,48.7,58.7,210000,12.5,5560,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,蚊港橋,丙,2018/4/9 上午 11:50:00,1683,4.0,25.1,24.1,7.71,4180,--,3.2,38.3,7.3,22.0,29.0,220000,0.33,1060,0.284,--,0.98,--,<0.001,<0.003,<0.002,0.0060,<0.0003,0.001,0.006,0.007,<0.001,<0.005,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/12/4 上午 10:30:00,1141,4.5,30.1,23.7,7.92,592,--,6.7,79.3,7.4,25.9,237,32000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/11/2 上午 09:10:00,1141,4.5,27.9,22.4,7.98,527,--,7.0,81.0,5.6,25.6,197,42000,0.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/10/4 上午 10:00:00,1141,3.3,27.8,25.9,8.17,472,--,8.0,98.4,1.4,<4.0,1420,40000,0.41,--,0.404,--,0.41,--,<0.001,0.004,<0.002,0.0024,<0.0003,0.003,0.013,0.077,<0.001,0.014,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/9/3 上午 11:40:00,1141,3.8,30.3,28.5,8.04,412,--,7.1,91.4,1.2,23.7,855,130000,0.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/8/2 上午 10:00:00,1141,3.8,31.5,28.2,8.16,455,--,6.8,88.7,2.8,11.6,210,63000,0.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/7/10 上午 09:30:00,1141,3.8,29.0,29.1,8.09,447,--,6.9,90.7,1.6,8.1,157,38000,0.57,--,0.550,--,0.22,--,<0.001,<0.003,<0.002,0.0024,<0.0003,0.001,0.009,0.062,<0.001,0.007,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/6/6 上午 11:40:00,1141,4.3,30.2,31.1,7.80,400,--,5.8,78.6,2.9,9.1,522,40000,0.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/5/3 上午 09:00:00,1141,4.5,29.7,28.4,7.93,537,--,6.4,82.4,3.4,13.4,75.2,17000,1.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/4/9 上午 09:10:00,1141,2.8,24.2,21.2,8.26,551,--,8.6,96.0,2.3,10.9,79.2,56000,0.73,--,0.446,--,0.50,--,<0.001,<0.003,<0.002,0.0022,<0.0003,0.001,0.020,0.057,<0.001,0.009,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/3/6 上午 10:20:00,1141,5.0,22.4,21.3,8.20,464,--,8.6,96.6,5.1,17.7,198,84000,0.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/2/7 上午 08:40:00,1141,3.3,12.4,14.2,8.20,488,--,9.9,96.0,2.2,8.4,121,29000,0.50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,莿桐一號橋,丙,2018/1/5 下午 02:30:00,1141,3.3,23.7,20.7,8.22,529,--,8.2,92.2,3.7,18.0,77.7,100000,0.93,--,0.256,2.70,0.45,0.037,<0.001,0.016,<0.002,0.0023,<0.0003,0.017,0.067,0.791,<0.001,--,<0.001,--,--,--,--
新虎尾溪流域,新虎尾溪,雲林縣,新虎尾溪橋,丙,2018/12/4 上午 11:10:00,1142,4.3,30.6,22.9,8.41,768,--,6.4,74.8,4.5,20.9,333,31000,0.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
