採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,　,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2019/3/5 上午 07:45:00,1346,1.0,17.2,18.0,8.29,509,--,9.0,97.4,<1.0,<4.0,4.8,4100,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2019/2/14 上午 07:45:00,1346,1.0,18.6,18.1,8.45,586,--,9.2,98.6,<1.0,7.9,4.2,2200,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2019/1/10 上午 07:55:00,1346,1.0,17.8,17.7,8.22,424,--,9.0,96.6,<1.0,9.0,7.1,19000,<0.01,--,0.087,0.31,0.42,0.003,<0.001,<0.003,<0.002,0.0004,<0.0003,<0.001,0.006,0.010,<0.001,<0.005,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/12/5 上午 09:05:00,1223,1.0,17.4,17.1,7.15,57,--,9.8,101.8,<1.0,6.4,3.2,23000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/11/9 下午 12:25:00,1223,1.0,24.3,19.8,7.36,56,--,9.3,102.7,<1.0,6.5,1.3,3100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/10/7 上午 10:05:00,1223,1.0,28.7,23.4,7.58,53,--,8.6,99.4,<1.0,<4.0,2.7,3400,<0.01,--,0.023,--,0.86,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,<0.005,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/9/5 上午 09:35:00,1223,1.0,27.8,22.5,7.31,62,--,8.6,102.3,<1.0,6.4,9.2,35000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/8/6 上午 09:35:00,1223,1.0,32.2,24.9,8.01,73,--,8.2,102.0,<1.0,6.5,3.1,5900,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/7/5 上午 07:35:00,1223,1.0,32.1,23.0,7.78,62,--,8.7,103.5,<1.0,5.9,1.6,1900,0.03,--,0.032,--,0.79,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.007,<0.005,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/6/4 上午 08:35:00,1223,1.0,27.5,21.8,7.70,66,--,8.9,103.6,<1.0,4.6,1.3,3500,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/5/3 上午 08:05:00,1223,1.0,20.1,19.2,7.66,51,--,9.3,101.9,<1.0,<4.0,1.4,6600,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/4/3 上午 08:05:00,1223,1.0,19.0,18.3,7.70,53,--,9.5,102.4,<1.0,6.5,1.6,5900,0.03,--,0.041,--,0.62,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/3/5 上午 08:25:00,1223,1.0,17.4,17.7,7.71,64,--,9.5,100.9,<1.0,<4.0,1.6,8300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/2/14 上午 08:25:00,1223,1.0,20.1,18.4,7.55,62,--,9.6,103.4,<1.0,6.7,<1.0,2500,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2019/1/10 上午 08:35:00,1223,1.0,18.0,18.9,7.32,51,--,9.3,101.7,<1.0,7.0,1.4,340,<0.01,--,0.073,0.28,0.94,0.003,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,<0.005,<0.001,<0.005,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/12/5 上午 09:55:00,1224,3.3,17.6,17.8,8.04,410,--,9.3,97.1,<1.0,10.3,126,3400,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/11/9 下午 01:45:00,1224,3.3,25.7,22.4,8.16,330,--,8.7,99.9,<1.0,11.2,487,2800,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/10/7 上午 10:55:00,1224,3.3,29.5,25.8,8.43,406,--,8.2,101.1,<1.0,17.9,1080,1900,0.02,--,0.554,--,0.54,--,<0.001,<0.003,<0.002,0.0029,<0.0003,0.004,0.021,0.223,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/9/5 上午 10:25:00,1224,3.3,28.0,24.9,8.27,403,--,8.2,100.3,<1.0,10.9,202,4200,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/8/6 上午 10:25:00,1224,3.3,33.1,29.0,8.33,446,--,7.2,94.9,1.4,15.3,172,230000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/7/5 上午 08:25:00,1224,2.3,33.7,26.5,8.32,486,--,8.2,102.6,1.1,13.8,57.6,1500,0.03,--,0.176,--,0.59,--,<0.001,0.008,<0.002,0.0009,<0.0003,0.010,0.022,0.130,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/6/4 上午 09:25:00,1224,1.0,27.9,25.6,8.50,392,--,10.2,124.5,<1.0,<4.0,12.8,36000,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/5/3 上午 08:55:00,1224,3.3,23.4,19.8,8.44,444,--,9.2,100.4,<1.0,7.4,285,2500,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/4/3 上午 08:55:00,1224,2.3,21.6,21.6,8.24,492,--,9.0,101.9,<1.0,8.7,74.0,11000,0.03,--,0.106,--,0.48,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.001,0.009,0.075,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/3/5 上午 09:15:00,1224,1.5,17.7,20.3,8.21,508,--,8.9,98.9,<1.0,5.6,37.1,30000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/2/14 上午 09:15:00,1224,1.0,22.0,21.4,8.41,493,--,10.0,112.5,<1.0,7.3,10.2,2400,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2019/1/10 上午 09:25:00,1224,1.5,18.3,19.9,8.12,313,--,9.1,99.6,<1.0,8.6,45.9,2300,<0.01,--,0.112,0.34,0.49,0.004,<0.001,<0.003,<0.002,0.0005,<0.0003,<0.001,0.008,0.030,<0.001,<0.005,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/12/5 上午 11:35:00,1225,3.3,18.3,17.7,7.84,367,--,9.2,95.9,<1.0,14.1,322,24000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/11/9 下午 03:25:00,1225,3.3,25.8,22.3,8.03,352,--,8.6,98.3,<1.0,11.3,353,4900,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/10/7 上午 11:45:00,1225,3.3,31.0,25.8,8.24,417,--,8.6,105.6,<1.0,16.2,1090,2500,0.02,--,0.502,--,0.57,--,<0.001,0.004,<0.002,0.0014,<0.0003,0.003,0.012,0.148,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/9/5 下午 12:05:00,1225,3.3,30.1,25.4,8.11,437,--,7.7,94.6,1.4,8.9,423,57000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/8/6 下午 12:05:00,1225,3.3,34.9,30.0,8.14,434,--,7.7,102.9,2.4,16.8,286,140000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/7/5 上午 10:05:00,1225,1.5,34.8,26.5,8.08,488,--,8.0,99.9,<1.0,11.8,46.7,40000,0.11,--,0.231,--,0.70,--,<0.001,0.005,<0.002,0.0009,<0.0003,0.006,0.018,0.139,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/6/4 上午 10:15:00,1225,1.5,28.2,24.3,8.09,475,--,8.2,98.5,<1.0,<4.0,31.7,3000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/5/3 上午 09:45:00,1225,3.3,22.4,20.3,8.26,432,--,8.6,95.5,<1.0,12.6,708,41000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/4/3 上午 09:45:00,1225,2.3,22.9,21.6,8.07,490,--,8.7,98.7,<1.0,9.5,73.3,8100,0.08,--,0.119,--,0.54,--,<0.001,0.004,<0.002,0.0012,<0.0003,0.002,0.010,0.072,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/3/5 上午 10:05:00,1225,2.3,17.9,19.9,7.99,487,--,8.2,90.1,<1.0,<4.0,98.2,5600,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/2/14 上午 10:05:00,1225,1.0,24.2,22.4,8.14,485,--,8.6,98.1,<1.0,8.3,9.2,350,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2019/1/10 上午 10:15:00,1225,2.3,18.6,20.6,8.03,354,--,8.8,97.9,<1.0,10.2,65.2,4200,<0.01,--,0.127,0.34,0.56,0.007,<0.001,<0.003,<0.002,0.0008,<0.0003,<0.001,0.004,0.029,<0.001,<0.005,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/12/5 上午 06:57:00,1226,3.3,16.0,16.8,8.12,567,--,8.8,89.8,<1.0,4.0,136,55000,0.14,38.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/11/9 上午 10:25:00,1226,3.3,24.6,21.5,8.16,358,--,8.2,92.4,<1.0,11.2,500,2400,0.04,4.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/10/7 上午 08:05:00,1226,3.3,26.7,23.0,8.21,412,--,8.4,97.3,<1.0,15.1,1120,2600,0.07,2.5,0.441,--,0.59,--,<0.001,0.009,<0.002,0.0020,<0.0003,0.005,0.032,0.335,<0.001,0.006,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/9/5 下午 04:05:00,1226,3.3,30.3,26.8,8.24,420,--,7.4,93.7,1.1,14.6,504,25000,0.07,2.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/8/6 下午 04:15:00,1226,3.3,32.3,32.0,8.23,464,--,7.1,97.3,1.7,17.6,784,40000,0.07,6.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/7/5 下午 02:15:00,1226,2.3,33.7,30.2,8.22,484,--,7.3,97.5,<1.0,11.7,97.0,20000,0.08,2.0,0.446,--,0.68,--,<0.001,0.005,<0.002,0.0014,<0.0003,0.003,0.017,0.129,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/6/4 下午 01:05:00,1226,2.3,29.1,25.6,7.72,472,--,8.0,98.8,<1.0,6.1,71.3,56000,0.09,3.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/5/3 上午 11:35:00,1226,3.3,19.4,20.0,8.15,417,--,8.6,94.1,<1.0,13.4,758,29000,0.09,1.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/4/3 上午 11:25:00,1226,2.3,26.0,23.2,8.14,487,--,8.4,98.3,<1.0,8.0,79.2,3500,0.11,3.4,0.077,--,0.58,--,<0.001,<0.003,<0.002,0.0012,<0.0003,0.002,0.028,0.052,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/3/5 上午 11:45:00,1226,2.3,21.8,21.0,8.16,576,--,8.4,93.8,<1.0,<4.0,86.2,5700,0.06,24.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/2/14 上午 06:05:00,1226,3.3,18.8,19.8,8.18,791,--,8.3,90.2,<1.0,11.6,292,5100,0.08,80.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2019/1/10 下午 02:05:00,1226,3.3,28.1,23.7,8.06,352,--,8.4,99.3,<1.0,11.8,132,4200,0.05,3.1,0.148,0.38,0.59,0.008,<0.001,<0.003,<0.002,0.0012,<0.0003,0.003,0.018,0.068,<0.001,<0.005,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/12/5 上午 09:37:00,1678,1.0,16.6,19.7,7.19,152,--,8.8,94.9,<1.0,<4.0,7.2,3300,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/11/9 上午 11:25:00,1678,1.0,23.9,22.0,7.14,142,--,8.7,98.6,<1.0,<4.0,9.0,4500,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/10/7 上午 10:35:00,1678,1.0,29.0,24.7,7.19,151,--,8.5,101.8,<1.0,4.4,4.8,2800,0.10,--,0.035,--,0.96,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.002,0.008,0.014,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/9/5 上午 11:25:00,1678,1.0,31.0,25.4,7.34,154,--,7.3,89.7,<1.0,5.9,7.6,2500,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/8/6 上午 11:25:00,1678,1.0,33.8,28.2,7.38,145,--,7.3,94.8,1.7,9.2,5.7,4600,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/7/5 上午 09:25:00,1678,1.0,31.7,25.3,7.18,144,--,7.2,89.0,1.7,8.1,4.2,1900,0.16,--,0.225,--,1.11,--,<0.001,<0.003,<0.002,0.0005,<0.0003,0.001,0.008,0.019,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/6/4 上午 09:25:00,1678,1.0,28.3,24.4,7.06,139,--,8.1,96.9,1.1,5.7,4.4,3600,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/5/3 上午 09:05:00,1678,1.0,20.3,21.6,7.15,145,--,8.2,91.2,<1.0,6.9,6.6,19000,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/4/3 上午 09:05:00,1678,1.5,23.8,22.4,7.50,143,--,8.2,93.1,1.3,9.8,7.7,2300,0.51,--,0.219,--,0.88,--,<0.001,0.003,<0.002,0.0007,<0.0003,0.001,0.010,0.021,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/3/5 上午 09:25:00,1678,1.0,19.8,20.3,7.24,141,--,8.4,92.4,1.3,4.9,8.4,2500,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/2/14 上午 08:55:00,1678,1.0,22.6,21.7,7.31,136,--,9.2,103.9,1.1,7.6,4.2,1800,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2019/1/10 上午 09:25:00,1678,1.0,23.1,22.0,7.16,128,--,8.6,97.8,<1.0,9.5,3.6,2500,0.07,--,0.077,0.27,0.95,0.002,<0.001,<0.003,<0.002,0.0004,<0.0003,<0.001,0.006,0.009,<0.001,<0.005,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/12/5 上午 10:28:00,1228,1.0,17.0,19.3,7.40,189,--,8.0,85.5,1.2,4.6,14.4,24000,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/11/9 下午 12:55:00,1228,1.0,23.7,22.3,7.30,174,--,7.6,87.4,<1.0,7.4,19.3,8800,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/10/7 上午 11:25:00,1228,1.0,30.2,25.2,7.23,184,--,7.6,91.9,<1.0,4.9,10.9,5000,0.17,--,0.061,--,0.92,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.001,0.006,0.039,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/9/5 下午 12:15:00,1228,1.5,32.2,26.3,7.42,198,--,6.0,74.8,1.2,7.5,8.8,9000,0.30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/8/6 下午 12:15:00,1228,1.0,35.2,30.2,7.62,206,--,7.3,98.2,2.8,11.3,11.9,11000,0.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/7/5 上午 10:15:00,1228,1.5,32.5,27.7,7.30,226,--,6.2,79.8,2.5,6.1,6.5,1600,0.50,--,0.283,--,1.06,--,<0.001,<0.003,<0.002,0.0015,<0.0003,<0.001,0.006,0.052,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/6/4 上午 10:15:00,1228,1.5,28.9,25.4,7.44,218,--,6.1,74.3,1.1,7.5,7.8,2500,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/5/3 上午 09:55:00,1228,1.5,20.0,21.1,7.22,186,--,6.7,75.1,1.4,5.5,11.8,8100,0.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/4/3 上午 09:55:00,1228,2.0,24.3,21.9,7.44,217,--,5.6,64.1,1.3,11.3,8.8,5000,0.88,--,0.378,--,0.94,--,<0.001,<0.003,<0.002,0.0014,<0.0003,<0.001,0.012,0.051,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/3/5 上午 10:15:00,1228,2.0,20.2,19.5,7.27,220,--,5.9,63.9,1.2,5.7,16.2,43000,0.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/2/14 上午 09:45:00,1228,1.0,24.2,21.6,7.33,202,--,7.2,81.2,1.4,8.3,10.2,20000,0.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2019/1/10 上午 10:05:00,1228,1.0,22.7,22.0,7.19,158,--,7.7,87.1,<1.0,6.8,8.7,13000,0.15,--,0.072,0.36,0.93,0.007,<0.001,<0.003,<0.002,0.0007,<0.0003,0.002,0.006,0.022,<0.001,<0.005,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/12/5 上午 11:17:00,1230,1.0,17.4,18.0,7.49,242,--,6.9,72.9,1.2,7.2,14.2,24000,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/11/9 下午 01:45:00,1230,1.5,25.3,22.4,7.40,222,--,6.5,74.2,1.3,9.4,22.8,34000,0.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/10/7 下午 12:05:00,1230,2.0,32.0,27.7,7.32,238,--,4.8,60.9,1.8,12.6,19.3,8700,0.74,--,0.136,--,0.73,--,<0.001,0.005,<0.002,0.0122,<0.0003,0.001,0.008,0.184,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/9/5 下午 01:35:00,1230,1.5,31.6,28.4,7.54,216,--,5.4,69.6,2.8,14.5,12.1,65000,0.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/8/6 下午 01:35:00,1230,2.8,35.9,32.0,8.31,272,--,8.7,120.2,5.6,19.6,16.4,8500,0.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/7/5 上午 11:05:00,1230,2.8,32.9,30.4,8.35,273,--,10.8,141.2,5.0,11.0,5.4,3800,0.72,--,0.257,--,1.05,--,<0.001,<0.003,<0.002,0.0083,<0.0003,0.002,0.006,0.052,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/6/4 上午 11:05:00,1230,2.0,29.4,28.0,7.98,249,--,10.7,137.0,4.4,10.2,11.6,2900,0.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/5/3 下午 12:55:00,1230,2.5,19.2,21.0,7.48,181,--,6.0,67.8,1.4,7.2,28.0,49000,0.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/4/3 下午 12:55:00,1230,2.0,28.1,23.0,7.48,229,--,6.4,74.8,1.9,12.7,9.1,24000,0.75,--,0.190,--,0.86,--,<0.001,0.005,<0.002,0.0064,<0.0003,0.002,0.007,0.066,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/3/5 下午 01:15:00,1230,2.8,24.2,22.3,7.47,296,--,5.8,66.9,1.2,12.8,13.6,5500,1.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/2/14 上午 10:35:00,1230,1.5,24.8,22.2,7.48,257,--,6.5,73.4,1.7,10.9,12.5,4800,0.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2019/1/10 上午 10:45:00,1230,1.0,23.4,22.1,7.24,176,--,6.8,76.8,1.2,11.3,8.9,21000,0.23,--,0.183,0.69,0.78,0.020,<0.001,<0.003,<0.002,0.0033,<0.0003,0.003,0.006,0.043,<0.001,<0.005,<0.001,--,--,--,--
