採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,氧化還原電位,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1,4—二氯苯,1,1—二氯乙烷,1,2—二氯乙烷,1,1—二氯乙烯,順1,2—二氯乙烯,反1,2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1,1,2—三氯乙烷,1,1,1—三氯乙烷,1,2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,,mg/L,%,mV,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
臺中地區,南投縣,大成國小,2017/1/5 上午 09:32:00,4156,6.688,23.2,195,6.4,4.2,--,107.1,74.0,128,3.3,0.09,3.50,25.6,0.85,0.0006,<0.001,<0.001,<0.001,<0.003,0.003,0.025,<0.005,<0.0003,<0.005,<0.0060,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,北港國小,2017/10/5 上午 09:42:00,4157,5.982,25.4,192,6.2,2.6,--,122.1,71.1,127,3.9,0.09,3.06,20.0,0.79,0.0005,<0.001,<0.001,0.001,<0.003,0.006,0.009,0.011,--,--,<0.0060,0.14,8.92,3.65,18.7,6.17,63.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,北港國小,2017/7/13 上午 09:54:00,4157,5.211,25.4,214,6.4,2.1,--,90.9,81.2,152,6.8,0.19,3.49,16.8,0.56,0.0005,<0.001,0.001,0.001,<0.003,0.006,0.022,0.012,--,--,<0.0060,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,北港國小,2017/4/21 上午 10:12:00,4157,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,北港國小,2017/4/17 上午 10:52:00,4157,5.771,25.2,196,6.2,2.1,--,177.8,73.0,139,4.1,0.11,3.04,21.1,1.04,0.0005,<0.001,<0.001,0.001,<0.003,0.007,0.036,0.014,<0.0003,<0.005,<0.0060,0.24,7.85,3.05,19.2,6.57,62.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,北港國小,2017/1/5 上午 10:07:00,4157,5.932,25.6,192,6.2,1.7,--,202.5,70.0,116,4.3,0.09,2.70,20.8,1.12,0.0005,<0.001,<0.001,0.001,<0.003,0.007,0.077,0.020,<0.0003,<0.005,<0.0060,<0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,平林國小深層,2017/10/17 上午 10:15:00,4158,6.190,26.2,618,7.8,0.3,--,<92.7,182,388,4.2,2.14,0.07,119,1.42,0.0012,<0.001,<0.001,0.001,<0.003,0.011,0.010,0.113,--,--,<0.0060,<0.10,61.5,2.58,60.0,5.92,186,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,平林國小深層,2017/7/17 下午 04:47:00,4158,4.531,25.7,636,7.7,0.1,--,50.9,167,383,4.3,2.21,4.32,43.6,1.37,0.0005,<0.001,<0.001,0.001,<0.003,0.018,0.080,0.036,--,--,<0.0060,<0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,平林國小深層,2017/4/21 下午 12:20:00,4158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,平林國小深層,2017/4/12 上午 09:50:00,4158,7.450,25.4,645,7.8,0.1,--,<110.1,180,387,3.0,2.02,0.03,117,1.70,0.0012,<0.001,<0.001,0.001,<0.003,0.007,0.014,0.113,<0.0003,<0.005,<0.0060,<0.10,58.0,2.66,58.9,5.23,186,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,平林國小深層,2017/1/9 下午 04:26:00,4158,7.325,26.4,638,7.8,0.0,--,163.2,190,500,3.3,2.00,<0.01,105,2.16,0.0008,<0.001,<0.001,0.001,<0.003,0.011,0.077,0.091,<0.0003,<0.005,<0.0060,<0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,草屯國小,2017/10/5 下午 03:27:00,4159,36.278,26.7,416,6.5,5.2,--,92.7,159,278,14.3,0.14,5.41,49.6,1.02,0.0003,<0.001,<0.001,0.001,<0.003,0.039,0.015,<0.005,--,--,<0.0060,0.16,19.4,2.55,43.4,13.3,118,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,草屯國小,2017/7/13 下午 02:53:00,4159,37.766,27.6,426,6.6,4.9,--,52.6,166,320,14.3,0.08,5.18,49.6,0.99,0.0005,<0.001,<0.001,0.001,<0.003,0.029,0.028,<0.005,--,--,<0.0060,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,草屯國小,2017/5/2 下午 03:11:00,4159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,草屯國小,2017/4/17 下午 03:09:00,4159,43.371,26.1,424,6.6,4.8,--,90.2,167,294,11.8,0.10,4.70,49.8,1.38,0.0004,<0.001,<0.001,0.001,<0.003,0.015,0.012,<0.005,<0.0003,<0.005,<0.0060,0.23,20.3,2.82,46.0,14.0,118,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,草屯國小,2017/1/5 下午 02:33:00,4159,43.531,25.6,418,6.6,4.4,--,111.7,162,254,12.6,0.06,3.80,53.3,1.57,0.0003,<0.001,<0.001,0.001,<0.003,0.012,0.024,<0.005,<0.0003,<0.005,<0.0060,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,明潭國中,2017/10/17 上午 11:32:00,4160,0.123,25.9,203,5.9,0.5,--,<11.3,27.4,134,1.9,4.02,<0.01,1.7,8.14,0.0146,<0.001,<0.001,0.001,<0.003,0.010,22.2,0.204,--,--,<0.0060,0.12,13.8,2.04,5.71,2.53,64.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,明潭國中,2017/7/10 上午 11:32:00,4160,0.611,26.6,202,5.8,0.4,--,<26.4,32.5,134,<1.5,4.43,<0.01,1.8,7.66,0.0138,<0.001,<0.001,<0.001,<0.003,0.023,14.9,0.280,--,--,<0.0060,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,明潭國中,2017/4/25 上午 11:31:00,4160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,明潭國中,2017/4/7 上午 10:54:00,4160,0.955,22.1,201,5.8,0.8,--,51.2,27.1,128,1.9,4.42,0.01,1.4,9.40,0.0113,<0.001,<0.001,0.002,<0.003,0.032,15.6,0.298,<0.0003,0.095,<0.0060,0.19,10.6,1.90,5.97,2.50,66.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,明潭國中,2017/1/5 下午 02:18:00,4160,0.190,22.2,199,5.9,0.5,--,<6.7,28.0,135,<1.5,4.92,<0.01,1.3,9.54,0.0391,<0.001,<0.001,0.002,<0.003,0.008,17.4,0.335,<0.0003,0.118,<0.0060,<0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,延平國小深層,2017/10/11 下午 12:19:00,4161,12.327,26.2,562,7.1,0.8,--,143.4,274,378,12.8,0.09,0.29,37.8,1.94,0.0050,<0.001,<0.001,0.001,<0.003,0.007,0.016,0.129,--,--,<0.0060,0.18,13.7,0.944,89.9,10.5,231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,延平國小深層,2017/7/10 下午 12:08:00,4161,10.952,25.6,575,7.0,0.6,--,3.3,284,348,12.8,0.08,0.62,43.3,1.72,0.0065,<0.001,<0.001,<0.001,<0.003,0.004,0.012,0.118,--,--,<0.0060,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,延平國小深層,2017/4/25 下午 12:22:00,4161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,延平國小深層,2017/4/13 上午 11:43:00,4161,13.460,24.6,564,7.1,1.0,--,166.1,276,349,10.1,0.10,0.24,41.7,2.31,0.0052,<0.001,<0.001,0.001,<0.003,0.005,0.014,0.134,<0.0003,0.005,<0.0060,0.14,13.3,1.12,95.8,10.9,248,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,延平國小深層,2017/1/10 下午 12:00:00,4161,13.150,24.8,574,7.1,0.0,--,186.2,281,381,10.4,0.08,0.08,38.2,1.74,0.0056,<0.001,<0.001,<0.001,<0.003,0.004,0.015,0.158,<0.0003,<0.005,<0.0060,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,中寮國小深層,2017/10/17 下午 03:06:00,4162,1.740,30.2,841,8.6,0.2,--,<78.4,6.1,514,6.6,2.67,<0.01,2.1,4.28,0.0244,<0.001,<0.001,0.003,<0.003,<0.002,0.031,0.005,--,--,<0.0060,0.30,192,2.75,1.54,0.550,424,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,中寮國小深層,2017/7/17 下午 02:21:00,4162,1.271,28.4,817,8.7,0.1,--,<82.9,11.2,490,6.8,2.09,<0.01,1.9,3.32,0.0226,<0.001,<0.001,0.002,<0.003,0.003,0.800,0.020,--,--,<0.0060,0.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,中寮國小深層,2017/4/24 上午 10:04:00,4162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,中寮國小深層,2017/4/12 下午 02:50:00,4162,2.316,26.7,840,8.7,0.1,--,<134.9,6.0,504,3.5,1.52,0.02,1.4,4.16,0.0313,<0.001,<0.001,0.002,<0.003,0.002,0.177,0.010,<0.0003,<0.005,<0.0060,0.33,183,2.03,1.62,0.545,425,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,中寮國小深層,2017/1/9 下午 01:56:00,4162,2.185,31.2,827,8.6,0.0,--,97.2,54.1,499,3.2,2.07,<0.01,1.7,5.89,0.0306,<0.001,<0.001,0.003,<0.003,0.004,0.086,0.006,<0.0003,<0.005,<0.0060,0.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,水里國中,2017/10/17 下午 02:57:00,4163,13.695,26.6,394,6.6,3.0,--,52.3,162,238,9.8,0.18,2.27,66.5,1.21,0.0005,<0.001,<0.001,0.001,<0.003,0.003,0.014,<0.005,--,--,<0.0060,0.15,14.8,2.69,41.5,16.9,104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,水里國中,2017/7/10 下午 02:53:00,4163,11.925,26.1,391,6.6,2.3,--,21.2,166,267,5.3,0.14,3.01,69.8,1.11,0.0005,<0.001,<0.001,<0.001,<0.003,0.012,0.042,<0.005,--,--,<0.0060,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,水里國中,2017/4/25 下午 03:01:00,4163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,水里國中,2017/4/7 下午 02:42:00,4163,14.961,26.0,363,6.7,1.8,--,63.7,154,230,5.1,0.14,2.07,63.2,1.08,0.0004,<0.001,<0.001,0.001,<0.003,0.008,0.011,<0.005,<0.0003,<0.005,<0.0060,0.22,13.6,1.81,38.3,13.4,102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,水里國中,2017/1/5 下午 12:46:00,4163,15.002,28.0,372,6.6,2.6,--,73.0,154,230,5.0,0.10,2.15,66.7,1.39,0.0005,<0.001,<0.001,0.001,<0.003,0.004,0.038,<0.005,<0.0003,<0.005,<0.0060,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,后里區太平托兒所(103年設),2017/10/24 上午 09:59:00,4164,18.717,24.9,417,6.4,5.2,--,277.2,193,298,6.8,0.06,2.30,94.2,0.83,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,<0.005,<0.005,--,--,<0.0060,<0.10,9.09,2.63,50.1,13.8,89.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,后里區太平托兒所(103年設),2017/7/11 上午 10:17:00,4164,18.002,24.5,413,6.4,4.4,--,245.7,172,281,6.3,0.04,3.54,79.6,1.37,<0.0003,<0.001,<0.001,<0.001,<0.003,0.004,<0.005,<0.005,--,--,<0.0060,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,后里區太平托兒所(103年設),2017/4/20 上午 09:51:00,4164,24.435,25.2,412,6.4,5.0,--,<9.7,183,296,4.0,0.05,3.07,105,1.31,<0.0003,<0.001,<0.001,<0.001,<0.003,0.008,<0.005,<0.005,<0.0003,0.005,<0.0060,<0.10,8.84,2.77,51.1,15.1,90.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,后里區太平托兒所(103年設),2017/3/21 上午 10:21:00,4164,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,后里區太平托兒所(103年設),2017/1/10 上午 10:23:00,4164,23.198,24.2,469,6.3,4.9,--,178.1,212,322,5.6,0.03,3.15,108,1.76,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,0.006,<0.005,<0.0003,<0.005,0.0286,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,水公司義竹營運所(104年設),2017/10/11 上午 10:36:00,4165,2.287,29.1,951,6.8,1.6,--,71.8,495,645,10.4,0.02,1.77,191,1.13,0.0011,<0.001,<0.001,<0.001,<0.003,<0.002,0.025,0.430,--,--,0.0255,0.39,35.2,1.53,150,33.0,361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,水公司義竹營運所(104年設),2017/7/20 下午 02:39:00,4165,1.270,29.0,938,6.8,0.2,--,32.5,452,594,10.4,0.03,0.05,143,1.10,0.0022,<0.001,<0.001,<0.001,<0.003,<0.002,0.037,0.619,--,--,0.0150,0.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,水公司義竹營運所(104年設),2017/5/26 下午 01:52:00,4165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,嘉義縣,水公司義竹營運所(104年設),2017/5/3 上午 11:27:00,4165,3.515,29.4,826,7.0,1.8,--,50.1,392,526,9.1,0.16,0.14,113,0.80,0.0026,<0.001,<0.001,<0.001,<0.003,<0.002,0.107,0.758,<0.0003,<0.005,0.0078,0.53,24.2,0.820,124,27.8,335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,水公司義竹營運所(104年設),2017/1/18 下午 03:29:00,4165,2.610,28.4,683,7.0,0.2,--,12.6,323,468,8.6,0.06,0.01,91.1,0.99,0.0019,<0.001,<0.001,<0.001,<0.003,<0.002,0.041,0.393,<0.0003,<0.005,0.0095,0.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,中興國小(苗栗縣104年設),2017/10/17 下午 03:51:00,4201,6.635,24.4,494,6.9,3.9,--,181.5,220,294,11.6,0.01,2.18,54.3,0.91,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,<0.005,<0.005,--,--,<0.0060,0.13,22.8,3.31,61.1,12.8,173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,中興國小(苗栗縣104年設),2017/7/10 下午 02:24:00,4201,5.164,25.0,510,6.8,4.9,--,169.8,212,336,11.0,0.04,2.73,61.0,1.14,<0.0003,<0.001,<0.001,<0.001,<0.003,0.004,0.006,<0.005,--,--,<0.0060,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,中興國小(苗栗縣104年設),2017/4/21 下午 02:30:00,4201,7.014,25.0,496,6.9,4.6,--,<19.6,208,326,10.2,0.03,2.39,59.9,1.82,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,<0.005,<0.005,<0.0003,0.005,<0.0060,0.12,21.5,3.40,61.5,13.1,180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,中興國小(苗栗縣104年設),2017/3/14 下午 03:31:00,4201,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,中興國小(苗栗縣104年設),2017/1/6 上午 11:33:00,4201,7.888,25.4,472,6.8,3.3,--,128.1,196,292,10.9,0.01,1.78,54.4,1.63,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,0.009,<0.005,<0.0003,<0.005,0.0215,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大雅國小(103年設),2017/10/23 上午 11:53:00,4202,12.855,24.8,437,6.3,0.4,--,129.9,169,292,25.6,1.87,4.26,41.0,1.23,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,0.008,0.022,--,--,<0.0060,0.13,17.0,4.67,44.3,10.6,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大雅國小(103年設),2017/7/10 下午 04:20:00,4202,13.581,26.0,491,6.2,4.2,--,204.6,175,321,35.7,1.37,2.61,43.0,1.68,<0.0003,<0.001,<0.001,<0.001,<0.003,0.004,<0.005,0.065,--,--,<0.0060,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大雅國小(103年設),2017/4/24 下午 04:29:00,4202,19.082,27.6,440,6.3,0.7,--,148.6,169,290,22.2,1.33,3.19,20.9,1.91,<0.0003,<0.001,<0.001,<0.001,<0.003,0.008,0.012,0.005,<0.0003,0.006,<0.0060,0.13,19.5,5.50,50.6,12.2,158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大雅國小(103年設),2017/3/13 下午 04:31:00,4202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,大雅國小(103年設),2017/1/11 下午 04:36:00,4202,17.651,25.9,400,6.3,0.2,--,219.3,147,262,13.3,1.67,3.44,29.4,2.13,<0.0003,<0.001,<0.001,<0.001,<0.003,0.004,0.005,0.053,<0.0003,<0.005,0.190,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,福誠高中(原為福誠國中),2017/10/11 上午 12:00:00,4203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
嘉南平原,高雄市,福誠高中(原為福誠國中),2017/7/6 上午 12:00:00,4203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
嘉南平原,高雄市,福誠高中(原為福誠國中),2017/4/24 下午 02:35:00,4203,3.769,29.4,900,7.1,2.5,--,<58.6,328,646,48.4,3.72,0.01,103,3.58,0.0042,<0.001,<0.001,<0.001,<0.003,<0.002,2.34,0.342,<0.0003,<0.005,0.0260,0.62,61.4,6.32,103,23.0,309,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,福誠高中(原為福誠國中),2017/2/22 下午 03:03:00,4203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,0.00298,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,高雄市,福誠高中(原為福誠國中),2017/1/17 下午 02:28:00,4203,4.853,29.2,927,7.0,0.8,--,<119.6,359,590,46.5,3.15,<0.01,107,2.30,0.0048,<0.001,<0.001,<0.001,0.005,<0.002,2.22,0.602,<0.0003,<0.005,0.0136,0.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,誠正國小,2017/10/20 下午 01:35:00,4204,4.456,28.5,609,6.6,3.0,--,9.6,272,403,11.0,0.02,0.03,57.4,1.41,0.0016,<0.001,<0.001,<0.001,<0.003,0.004,0.973,0.207,--,--,0.0344,0.25,26.1,3.73,91.4,10.8,239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,誠正國小,2017/2/22 下午 01:59:00,4204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
濁水溪沖積扇,彰化縣,源泉國小,2017/10/3 上午 09:56:00,4205,2.860,25.4,435,7.2,0.1,--,110.7,207,263,5.0,0.05,<0.01,26.7,1.40,0.0015,<0.001,<0.001,0.001,<0.003,0.003,0.241,0.384,--,--,<0.0060,0.25,11.2,1.07,60.4,9.75,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
濁水溪沖積扇,彰化縣,源泉國小,2017/7/14 上午 11:26:00,4205,2.277,25.2,462,7.1,0.1,--,20.1,218,282,11.5,0.07,<0.01,29.8,0.94,0.0013,<0.001,<0.001,<0.001,<0.003,0.002,0.312,0.425,--,--,<0.0060,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
